timestamp,pm25,pm10,co,so2,no2,o3,temperature,humidity,pressure,wind_speed,clouds,aqi,day,month,day_of_week,doy_sin,doy_cos,aqi_lag_1d,aqi_lag_2d,aqi_lag_3d,aqi_lag_7d,pm25_lag_1d,pm25_lag_2d,pm25_lag_3d,pm25_lag_7d,aqi_rolling_mean_3d,aqi_rolling_mean_7d,aqi_rolling_mean_14d,pm25_rolling_mean_3d,pm25_rolling_mean_7d,pm25_rolling_mean_14d,wind_speed_roll_3d,temperature_roll_3d,humidity_roll_3d,pressure_roll_3d,wind_speed_roll_7d,temperature_roll_7d,humidity_roll_7d,aqi_change_rate,target_aqi_day1,target_aqi_day2,target_aqi_day3
2022-08-30,75.95833333333333,111.17083333333332,2446.583333333333,34.175000000000004,79.3625,87.20833333333333,29.291666666666668,75.75,982.0958333333332,4.829166666666667,16.875,162.0,30,8,1,-0.8528367217694595,-0.522177676659508,98.0,125.0,157.0,127.0,34.21666666666667,45.145833333333336,66.75833333333334,46.05416666666667,128.33333333333334,127.14285714285714,125.35714285714286,51.77361111111111,50.20297619047619,48.51994047619048,5.959722222222222,28.852777777777774,77.2638888888889,980.7763888888888,7.808928571428572,29.20059523809524,74.93452380952382,64.0,162.0,160.0,160.0
2022-08-31,77.0,112.82083333333333,2252.208333333333,29.3125,79.85416666666667,97.0,31.14583333333333,62.54166666666666,979.1916666666666,4.75,5.125,162.0,31,8,2,-0.8616928164028521,-0.5074302810827518,162.0,98.0,125.0,81.0,75.95833333333333,34.21666666666667,45.145833333333336,26.525,140.66666666666666,138.71428571428572,130.92857142857142,62.39166666666666,57.41369047619048,52.03869047619048,5.275,29.445833333333336,73.68055555555556,981.1194444444444,6.419047619047619,29.464285714285715,73.16071428571429,0.0,160.0,160.0,155.0
2022-09-01,72.93333333333334,110.35,2395.708333333333,27.0,75.02083333333333,81.91666666666667,31.65,59.208333333333336,979.5583333333334,6.65,5.5,160.0,1,9,3,-0.8702939222685674,-0.4925327287220543,162.0,162.0,98.0,112.0,77.0,75.95833333333333,34.21666666666667,39.99166666666667,161.33333333333334,145.57142857142858,133.85714285714286,75.29722222222222,62.119642857142864,54.19136904761904,5.409722222222221,30.695833333333336,65.83333333333333,980.2819444444444,6.129761904761906,29.809523809523814,71.11309523809524,-2.0,160.0,155.0,119.0
2022-09-02,73.675,110.72916666666669,1674.9166666666667,23.604166666666668,64.83749999999999,143.41666666666666,31.67083333333333,61.208333333333336,980.5333333333332,8.333333333333334,10.625,160.0,2,9,4,-0.8786374941610001,-0.4774894280028391,160.0,162.0,162.0,155.0,72.93333333333334,77.0,75.95833333333333,62.825,160.66666666666666,146.28571428571428,137.14285714285714,74.53611111111111,63.66964285714285,56.538988095238096,6.577777777777778,31.48888888888889,60.98611111111112,979.7611111111112,6.411904761904763,30.08214285714286,69.70833333333333,0.0,155.0,119.0,114.0
2022-09-03,62.7,95.65416666666664,1571.1666666666667,21.879166666666663,48.47083333333333,100.95833333333331,31.479166666666668,59.54166666666666,977.1541666666668,6.5875,14.958333333333334,155.0,3,9,5,-0.886721063082993,-0.4623048304798108,160.0,160.0,162.0,157.0,73.675,72.93333333333334,77.0,66.75833333333334,158.33333333333334,146.0,140.42857142857142,69.76944444444445,63.08988095238095,58.23779761904762,7.190277777777777,31.600000000000005,59.98611111111112,979.0819444444444,6.314285714285715,30.35773809523809,67.75595238095238,-5.0,119.0,114.0,155.0
2022-09-04,42.770833333333336,67.24166666666666,715.9583333333334,15.629166666666668,31.1625,103.625,30.691666666666663,63.16666666666666,976.9083333333332,10.441666666666666,17.083333333333332,119.0,4,9,6,-0.8945422369764496,-0.4469834295196741,155.0,160.0,160.0,125.0,62.7,73.675,72.93333333333334,45.145833333333336,144.66666666666666,145.14285714285714,137.71428571428572,59.71527777777777,62.75059523809524,56.44880952380952,8.454166666666666,31.280555555555555,61.30555555555555,978.1986111111112,6.833928571428571,30.547023809523807,66.30952380952381,-36.0,114.0,155.0,169.0
2022-09-05,40.675,65.70833333333333,626.0833333333334,15.375,28.129166666666663,97.0,27.925,78.5,979.4458333333332,7.279166666666666,38.5,114.0,5,9,0,-0.9020987014301836,-0.4315297589714714,119.0,155.0,160.0,98.0,42.770833333333336,62.7,73.675,34.21666666666667,129.33333333333334,147.42857142857142,134.78571428571428,48.71527777777778,63.67321428571428,54.802083333333336,8.102777777777776,30.031944444444445,67.06944444444444,977.8361111111112,6.981547619047619,30.55059523809524,65.70238095238095,-5.0,155.0,169.0,163.0
2022-09-06,63.63333333333333,106.1375,1529.125,21.95833333333333,55.63333333333333,95.5,28.77083333333333,74.125,981.175,5.020833333333333,22.08333333333333,155.0,6,9,1,-0.9093882203647924,-0.4159483918249421,114.0,119.0,155.0,162.0,40.675,42.770833333333336,62.7,75.95833333333333,129.33333333333334,146.42857142857142,136.78571428571428,49.026388888888896,61.9125,56.0577380952381,7.580555555555555,29.129166666666663,71.93055555555556,979.1763888888888,7.00892857142857,30.47619047619048,65.47023809523809,41.0,169.0,163.0,158.0
2022-09-07,90.675,142.69166666666666,2803.25,38.54583333333333,77.61666666666666,91.45833333333331,29.929166666666664,66.04166666666667,982.5583333333334,3.475,5.458333333333333,169.0,7,9,2,-0.9164086366943458,-0.4002439388573056,155.0,114.0,119.0,162.0,63.63333333333333,40.675,42.770833333333336,77.0,146.0,147.42857142857142,143.07142857142858,64.99444444444445,63.86607142857143,60.63988095238096,5.258333333333332,28.875,72.8888888888889,981.0597222222224,6.826785714285713,30.30238095238095,65.97023809523809,14.0,163.0,158.0,156.0
2022-09-08,78.89583333333333,119.62083333333334,1705.2083333333333,24.429166666666664,67.34583333333333,112.58333333333331,31.05,62.833333333333336,982.8166666666666,3.9583333333333335,8.541666666666666,163.0,8,9,3,-0.923157872964704,-0.3844210472688554,169.0,155.0,114.0,160.0,90.675,63.63333333333333,40.675,72.93333333333334,162.33333333333334,147.85714285714286,146.71428571428572,77.73472222222222,64.71785714285714,63.41875,4.151388888888888,29.916666666666668,67.66666666666667,982.1833333333334,6.442261904761905,30.216666666666665,66.48809523809524,-6.0,158.0,156.0,157.0
2022-09-09,68.625,102.95416666666668,1144.25,19.95833333333333,43.1375,111.29166666666669,30.45,67.75,982.45,6.3375,19.375,158.0,9,9,4,-0.9296339319682696,-0.3684843993077793,163.0,169.0,155.0,160.0,78.89583333333333,90.675,63.63333333333333,73.675,163.33333333333334,147.57142857142858,146.92857142857142,79.39861111111111,63.99642857142857,63.833035714285714,4.590277777777778,30.476388888888888,65.54166666666667,982.6083333333332,6.1571428571428575,30.042261904761904,67.42261904761905,-5.0,156.0,157.0,163.0
2022-09-10,64.6375,94.67083333333332,1184.4583333333333,14.05,39.24583333333333,87.5,30.204166666666666,71.25,981.1375,8.929166666666667,20.666666666666668,156.0,10,9,5,-0.935834897334994,-0.3524387108846032,158.0,163.0,169.0,155.0,68.625,78.89583333333333,90.675,62.7,159.0,147.71428571428572,146.85714285714286,70.71944444444443,64.27321428571429,63.68154761904761,6.408333333333334,30.56805555555556,67.27777777777777,982.134722222222,6.491666666666666,29.860119047619047,69.09523809523809,-2.0,157.0,163.0,159.0
2022-09-11,66.78750000000001,98.27916666666664,1243.5,18.691666666666663,45.77916666666667,91.54166666666669,29.04583333333333,73.83333333333333,979.5166666666668,8.058333333333334,18.5,157.0,11,9,6,-0.9417589340994617,-0.3362887301766828,156.0,158.0,163.0,119.0,64.6375,68.625,78.89583333333333,42.770833333333336,157.0,153.14285714285714,149.14285714285714,66.68333333333334,67.70416666666667,65.22738095238095,7.774999999999999,29.9,70.94444444444444,981.0347222222222,6.151190476190477,29.625,70.61904761904762,1.0,163.0,159.0,157.0
2022-09-12,78.02499999999999,113.26666666666668,2105.333333333333,25.883333333333336,60.1625,86.75,29.604166666666668,68.375,978.5416666666666,6.316666666666666,5.291666666666667,163.0,12,9,0,-0.9474042892438844,-0.3200392362231385,157.0,156.0,158.0,114.0,66.78750000000001,64.6375,68.625,40.675,158.66666666666666,160.14285714285714,153.78571428571428,69.81666666666666,73.03988095238095,68.35654761904762,7.768055555555556,29.618055555555557,71.15277777777777,979.7319444444444,6.013690476190476,29.864880952380958,69.17261904761905,6.0,159.0,157.0,157.0
2022-09-13,71.94583333333334,104.27083333333331,1921.1666666666667,22.754166666666663,66.54166666666667,98.45833333333331,30.245833333333334,64.41666666666667,979.075,5.008333333333334,35.5,159.0,13,9,1,-0.9527692922168512,-0.3036950375106588,163.0,157.0,156.0,155.0,78.02499999999999,66.78750000000001,64.6375,63.63333333333333,159.66666666666666,160.71428571428572,153.57142857142858,72.25277777777778,74.22738095238095,68.06994047619047,6.461111111111111,29.631944444444443,68.875,979.0444444444444,6.011904761904762,30.07559523809524,67.78571428571429,-4.0,157.0,157.0,158.0
2022-09-14,67.17083333333333,97.28333333333336,1749.9583333333333,20.808333333333334,62.43333333333333,94.83333333333331,30.3125,64.45833333333333,979.1875,5.083333333333333,12.125,157.0,14,9,2,-0.9578523554276668,-0.2872609705505963,159.0,163.0,157.0,169.0,71.94583333333334,78.02499999999999,66.78750000000001,90.675,159.66666666666666,159.0,153.21428571428572,72.38055555555555,70.86964285714285,67.36785714285715,5.469444444444444,30.054166666666664,65.75,978.9347222222224,6.241666666666667,30.130357142857147,67.55952380952381,-2.0,157.0,158.0,170.0
